vendor,vendor_display,vendor_region,chip_series,chip_model,chip_type,usage,tier,architecture,arch_codename,generation,process_node_nm,foundry,die_size_mm2,transistors_b,package_type,vram_gb,vram_type,vram_bus_bit,vram_bw_gb_s,vram_clock_mhz,compute_units,tensor_cores,rt_cores,sm_count,shading_units,l1_cache_kb,l2_cache_mb,precision_support,precision_perf,base_clock_mhz,boost_clock_mhz,tdp_w,psu_w,power_connector,board_length_mm,board_width_mm,slot_width,bus_interface,release_date,production_status,is_released,target_market,description,_source_urls,_source_type,_source_confidence,_db_id,_is_new
AMD,AMD,foreign,Vega 20,Radeon Instinct MI50,GPU,both,datacenter,GCN 5.1,Vega 20,Radeon Instinct(MIx),7,TSMC,331,13.23,BGA-1933,16,HBM2,4096,1020,1000,3840,0,0,0,3840,16,4,FP64/FP32/FP16/BF16/INT8,FP64:6.7TFLOPS;FP32:13.4TFLOPS;FP16/BF16:26.8TFLOPS,1200,1746,300,700,2x 8-pin,267,,Dual-slot,PCIe 4.0 x16,2018-11-18,已量产,1,AI训练/推理 / HPC,"AMD Radeon Instinct MI50 — GCN 5.1 architecture, Radeon Instinct(MIx) generation, 16.0GB HBM2",https://www.techpowerup.com/gpu-specs/radeon-instinct-mi50.c3335,community,high,,1
AMD,AMD,foreign,Vega 20,Radeon Instinct MI60,GPU,both,datacenter,GCN 5.1,Vega 20,Radeon Instinct(MIx),7,TSMC,331,13.23,BGA-1933,32,HBM2,4096,1020,1000,4096,0,0,0,4096,16,4,FP64/FP32/FP16/BF16/INT8,FP64:7.4TFLOPS;FP32:14.8TFLOPS;FP16/BF16:29.5TFLOPS,1200,1800,300,700,1x 6-pin + 1x 8-pin,267,,Dual-slot,PCIe 4.0 x16,2018-11-18,已量产,1,AI训练/推理 / HPC,"AMD Radeon Instinct MI60 — GCN 5.1 architecture, Radeon Instinct(MIx) generation, 32.0GB HBM2",https://www.techpowerup.com/gpu-specs/radeon-instinct-mi60.c3233,community,high,,1
AMD,AMD,foreign,Polaris 21,Radeon Pro 555X,GPU,both,workstation,GCN 4.0,Polaris 21,Radeon Pro Mac(500X Series),14,GlobalFoundries,123,3,BGA-769,4,GDDR5,128,94.08,1470,768,0,0,0,768,16,1,FP64/FP32/FP16/BF16/INT8,FP64:0.1TFLOPS;FP32:1.4TFLOPS;FP16/BF16:1.4TFLOPS,907,907,75,,None,,,IGP,PCIe 3.0 x8,2018-07-16,已量产,1,AI训练/推理 / HPC,"AMD Radeon Pro 555X — GCN 4.0 architecture, Radeon Pro Mac(500X Series) generation, 4.0GB GDDR5",https://www.techpowerup.com/gpu-specs/radeon-pro-555x.c3283,community,high,,1
AMD,AMD,foreign,Polaris 21,Radeon Pro 560X,GPU,both,workstation,GCN 4.0,Polaris 21,Radeon Pro Mac(500X Series),14,GlobalFoundries,123,3,BGA-769,4,GDDR5,128,94.08,1470,1024,0,0,0,1024,16,1,FP64/FP32/FP16/BF16/INT8,FP64:0.1TFLOPS;FP32:2.1TFLOPS;FP16/BF16:2.1TFLOPS,1004,1004,75,,None,,,IGP,PCIe 3.0 x8,2018-07-16,已量产,1,AI训练/推理 / HPC,"AMD Radeon Pro 560X — GCN 4.0 architecture, Radeon Pro Mac(500X Series) generation, 4.0GB GDDR5",https://www.techpowerup.com/gpu-specs/radeon-pro-560x.c3282,community,high,,1
AMD,AMD,foreign,Vega 10,Radeon Pro V340 16 GB,GPU,both,workstation,GCN 5.0,Vega 10,Radeon Pro Vega(Vega Series),14,GlobalFoundries,495,12.5,BGA-2013,16,HBM2,2048,483.8,945,3584,0,0,0,3584,16,4,FP64/FP32/FP16/BF16/INT8,FP64:0.7TFLOPS;FP32:10.8TFLOPS;FP16/BF16:21.5TFLOPS,852,1500,230,550,2x 8-pin,267,,Dual-slot,PCIe 3.0 x16,2018-08-26,已量产,1,AI训练/推理 / HPC,"AMD Radeon Pro V340 16 GB — GCN 5.0 architecture, Radeon Pro Vega(Vega Series) generation, 16.0GB HBM2",https://www.techpowerup.com/gpu-specs/radeon-pro-v340-16-gb.c3267,community,high,,1
AMD,AMD,foreign,Vega 10,Radeon Pro V340 8 GB,GPU,both,workstation,GCN 5.0,Vega 10,Radeon Pro Vega(Vega Series),14,GlobalFoundries,495,12.5,BGA-2013,8,HBM2,2048,483.8,945,3584,0,0,0,3584,16,4,FP64/FP32/FP16/BF16/INT8,FP64:0.7TFLOPS;FP32:10.8TFLOPS;FP16/BF16:21.5TFLOPS,852,1500,230,550,2x 8-pin,267,,Dual-slot,PCIe 3.0 x16,2018-08-26,已量产,1,AI训练/推理 / HPC,"AMD Radeon Pro V340 8 GB — GCN 5.0 architecture, Radeon Pro Vega(Vega Series) generation, 8.0GB HBM2",https://www.techpowerup.com/gpu-specs/radeon-pro-v340-8-gb.c3977,community,high,,1
AMD,AMD,foreign,Vega 12,Radeon Pro Vega 16,GPU,both,workstation,GCN 5.0,Vega 12,Radeon Pro Mac(Vega Series),14,GlobalFoundries,,,,4,HBM2,1024,307.2,1200,1024,0,0,0,1024,16,1,FP64/FP32/FP16/BF16/INT8,FP64:0.2TFLOPS;FP32:2.4TFLOPS;FP16/BF16:4.9TFLOPS,815,1190,75,,,,,IGP,PCIe 3.0 x16,2018-11-14,已量产,1,AI训练/推理 / HPC,"AMD Radeon Pro Vega 16 — GCN 5.0 architecture, Radeon Pro Mac(Vega Series) generation, 4.0GB HBM2",https://www.techpowerup.com/gpu-specs/radeon-pro-vega-16.c3331,community,high,,1
AMD,AMD,foreign,Vega 12,Radeon Pro Vega 20,GPU,both,workstation,GCN 5.0,Vega 12,Radeon Pro Mac(Vega Series),14,GlobalFoundries,,,,4,HBM2,1024,189.4,740,1280,0,0,0,1280,16,1,FP64/FP32/FP16/BF16/INT8,FP64:0.2TFLOPS;FP32:3.3TFLOPS;FP16/BF16:6.6TFLOPS,815,1283,100,,,,,IGP,PCIe 3.0 x16,2018-11-14,已量产,1,AI训练/推理 / HPC,"AMD Radeon Pro Vega 20 — GCN 5.0 architecture, Radeon Pro Mac(Vega Series) generation, 4.0GB HBM2",https://www.techpowerup.com/gpu-specs/radeon-pro-vega-20.c3263,community,high,,1
AMD,AMD,foreign,Vega 10,Radeon Pro WX 8200,GPU,both,workstation,GCN 5.0,Vega 10,Radeon Pro Polaris(WX x200),14,GlobalFoundries,495,12.5,BGA-2013,8,HBM2,2048,512,1000,3584,0,0,0,3584,16,4,FP64/FP32/FP16/BF16/INT8,FP64:0.7TFLOPS;FP32:10.8TFLOPS;FP16/BF16:21.5TFLOPS,1200,1500,230,550,1x 6-pin + 1x 8-pin,267,,Dual-slot,PCIe 3.0 x16,2018-08-13,已量产,1,AI训练/推理 / HPC,"AMD Radeon Pro WX 8200 — GCN 5.0 architecture, Radeon Pro Polaris(WX x200) generation, 8.0GB HBM2",https://www.techpowerup.com/gpu-specs/radeon-pro-wx-8200.c3303,community,high,,1
AMD,AMD,foreign,Polaris 22,Radeon Pro WX Vega M GL,GPU,both,workstation,GCN 4.0,Polaris 22,Vega(Vega M),14,GlobalFoundries,208,5,,4,HBM2,1024,179.2,700,1280,0,0,0,1280,16,1,FP64/FP32/FP16/BF16/INT8,FP64:0.2TFLOPS;FP32:2.6TFLOPS;FP16/BF16:2.6TFLOPS,931,1011,65,,,,,IGP,IGP,2018-04-24,已量产,1,AI训练/推理 / HPC,"AMD Radeon Pro WX Vega M GL — GCN 4.0 architecture, Vega(Vega M) generation, 4.0GB HBM2",https://www.techpowerup.com/gpu-specs/radeon-pro-wx-vega-m-gl.c3352,community,high,,1
AMD,AMD,foreign,Fenghuang,Zhongshan Subor Z+ GPU,GPU,both,workstation,GCN 5.0,Fenghuang,Console GPU(Zhongshan Subor),14,TSMC,397,,,8,GDDR5,256,153.6,1200,1536,0,0,0,1536,0,0,FP64/FP32/FP16/BF16/INT8,FP64:0.2TFLOPS;FP32:4.0TFLOPS;FP16/BF16:8.0TFLOPS,1300,1300,100,,,,,,,2018-08-03,已量产,1,AI训练/推理 / HPC,"AMD Zhongshan Subor Z+ GPU — GCN 5.0 architecture, Console GPU(Zhongshan Subor) generation, 8.0GB GDDR5",https://www.techpowerup.com/gpu-specs/zhongshan-subor-z-gpu.c3301,community,high,,1
NVIDIA,NVIDIA,foreign,GM20B,Jetson Nano,GPU,both,workstation,Maxwell 2.0,GM20B,Tegra(Maxwell),20,TSMC,118,2,,4,LPDDR4,64,25.6,1600,128,0,0,1,128,48,0.25,FP64/FP32/FP16/BF16/INT8,FP64:0.0TFLOPS;FP32:0.2TFLOPS;FP16/BF16:0.5TFLOPS,640,921,10,,,70,,IGP,PCIe 2.0 x4,2019-03-01,已量产,1,AI训练/推理 / HPC,"NVIDIA Jetson Nano — Maxwell 2.0 architecture, Tegra(Maxwell) generation, 4.0GB LPDDR4",https://www.techpowerup.com/gpu-specs/jetson-nano.c3643,community,high,,1
NVIDIA,NVIDIA,foreign,GP106,P106M,GPU,both,workstation,Pascal,GP106,Mining GPUs,16,TSMC,200,4.4,BGA-2173,4,GDDR5,128,96.13,1502,1152,0,0,9,1152,48,1.25,FP64/FP32/FP16/BF16/INT8,FP64:0.1TFLOPS;FP32:3.0TFLOPS;FP16/BF16:0.0TFLOPS,1291,1291,75,,None,,,MXM Module,PCIe 3.0 x16,2019-01-23,已量产,1,AI训练/推理 / HPC,"NVIDIA P106M — Pascal architecture, Mining GPUs generation, 4.0GB GDDR5",https://www.techpowerup.com/gpu-specs/p106m.c3773,community,high,,1
NVIDIA,NVIDIA,foreign,GP106,Quadro P2200,GPU,both,workstation,Pascal,GP106,Quadro Pascal(Px200),16,TSMC,200,4.4,BGA-2173,5,GDDR5X,160,200.2,1251,1280,0,0,10,1280,48,1.25,FP64/FP32/FP16/BF16/INT8,FP64:0.1TFLOPS;FP32:3.8TFLOPS;FP16/BF16:0.1TFLOPS,1000,1493,75,250,None,201,,Single-slot,PCIe 3.0 x16,2019-06-10,已量产,1,AI训练/推理 / HPC,"NVIDIA Quadro P2200 — Pascal architecture, Quadro Pascal(Px200) generation, 5.0GB GDDR5X",https://www.techpowerup.com/gpu-specs/quadro-p2200.c3442,community,high,,1
NVIDIA,NVIDIA,foreign,GP108,Quadro P520 Max-Q,GPU,both,workstation,Pascal,GP108,Quadro Pascal-M(Px200),14,Samsung,74,1.8,FCBGA-595,4,GDDR5,64,44,1375,384,0,0,3,384,48,0.5,FP64/FP32/FP16/BF16/INT8,FP64:0.0TFLOPS;FP32:1.1TFLOPS;FP16/BF16:0.0TFLOPS,1303,1493,18,,None,,,,PCIe 3.0 x16,2019-05-23,已量产,1,AI训练/推理 / HPC,"NVIDIA Quadro P520 Max-Q — Pascal architecture, Quadro Pascal-M(Px200) generation, 4.0GB GDDR5",https://www.techpowerup.com/gpu-specs/quadro-p520-max-q.c4005,community,high,,1
NVIDIA,NVIDIA,foreign,TU106,Quadro RTX 3000 Max-Q,GPU,both,workstation,Turing,TU106,Quadro Turing-M(Tx000),12,TSMC,445,10.8,BGA-2228,6,GDDR6,192,288,1500,1920,240,30,30,1920,64,3,FP64/FP32/FP16/BF16/INT8,FP64:0.1TFLOPS;FP32:4.7TFLOPS;FP16/BF16:9.3TFLOPS,600,1215,60,,None,,,IGP,PCIe 3.0 x16,2019-05-27,已量产,1,AI训练/推理 / HPC,"NVIDIA Quadro RTX 3000 Max-Q — Turing architecture, Quadro Turing-M(Tx000) generation, 6.0GB GDDR6",https://www.techpowerup.com/gpu-specs/quadro-rtx-3000-max-q.c3429,community,high,,1
NVIDIA,NVIDIA,foreign,TU106,Quadro RTX 3000 Mobile,GPU,both,workstation,Turing,TU106,Quadro Turing-M(Tx000),12,TSMC,445,10.8,BGA-2228,6,GDDR6,192,336,1750,1920,240,30,30,1920,64,3,FP64/FP32/FP16/BF16/INT8,FP64:0.2TFLOPS;FP32:5.3TFLOPS;FP16/BF16:10.6TFLOPS,945,1380,80,,None,,,MXM Module,PCIe 3.0 x16,2019-05-27,已量产,1,AI训练/推理 / HPC,"NVIDIA Quadro RTX 3000 Mobile — Turing architecture, Quadro Turing-M(Tx000) generation, 6.0GB GDDR6",https://www.techpowerup.com/gpu-specs/quadro-rtx-3000-mobile.c3428,community,high,,1
NVIDIA,NVIDIA,foreign,TU106,Quadro RTX 3000 Mobile Refresh,GPU,both,workstation,Turing,TU106,Quadro Turing-M(Tx000),12,TSMC,445,10.8,BGA-2228,6,GDDR6,192,336,1750,1920,240,30,30,1920,64,4,FP64/FP32/FP16/BF16/INT8,FP64:0.2TFLOPS;FP32:5.3TFLOPS;FP16/BF16:10.6TFLOPS,945,1380,80,,None,,,MXM Module,PCIe 3.0 x16,2019-05-27,已量产,1,AI训练/推理 / HPC,"NVIDIA Quadro RTX 3000 Mobile Refresh — Turing architecture, Quadro Turing-M(Tx000) generation, 6.0GB GDDR6",https://www.techpowerup.com/gpu-specs/quadro-rtx-3000-mobile-refresh.c3697,community,high,,1
NVIDIA,NVIDIA,foreign,TU106,Quadro RTX 3000 X2 Mobile,GPU,both,workstation,Turing,TU106,Quadro Turing-M(Tx000),12,TSMC,445,10.8,BGA-2228,6,GDDR6,192,336,1750,1920,240,30,30,1920,64,4,FP64/FP32/FP16/BF16/INT8,FP64:0.2TFLOPS;FP32:5.3TFLOPS;FP16/BF16:10.6TFLOPS,945,1380,160,,None,,,MXM Module,PCIe 3.0 x16,2019-05-27,已量产,1,AI训练/推理 / HPC,"NVIDIA Quadro RTX 3000 X2 Mobile — Turing architecture, Quadro Turing-M(Tx000) generation, 6.0GB GDDR6",https://www.techpowerup.com/gpu-specs/quadro-rtx-3000-x2-mobile.c4120,community,high,,1
NVIDIA,NVIDIA,foreign,TU104,Quadro RTX 4000 Max-Q,GPU,both,workstation,Turing,TU104,Quadro Turing-M(Tx000),12,TSMC,545,13.6,BGA-2228,8,GDDR6,256,384,1500,2560,320,40,40,2560,64,4,FP64/FP32/FP16/BF16/INT8,FP64:0.2TFLOPS;FP32:7.1TFLOPS;FP16/BF16:14.1TFLOPS,780,1380,80,,None,,,IGP,PCIe 3.0 x16,2019-05-27,已量产,1,AI训练/推理 / HPC,"NVIDIA Quadro RTX 4000 Max-Q — Turing architecture, Quadro Turing-M(Tx000) generation, 8.0GB GDDR6",https://www.techpowerup.com/gpu-specs/quadro-rtx-4000-max-q.c3427,community,high,,1
NVIDIA,NVIDIA,foreign,TU104,Quadro RTX 4000 Mobile,GPU,both,workstation,Turing,TU104,Quadro Turing-M(Tx000),12,TSMC,545,13.6,BGA-2228,8,GDDR6,256,448,1750,2560,320,40,40,2560,64,4,FP64/FP32/FP16/BF16/INT8,FP64:0.2TFLOPS;FP32:8.0TFLOPS;FP16/BF16:16.0TFLOPS,1110,1560,110,,None,,,IGP,PCIe 3.0 x16,2019-05-27,已量产,1,AI训练/推理 / HPC,"NVIDIA Quadro RTX 4000 Mobile — Turing architecture, Quadro Turing-M(Tx000) generation, 8.0GB GDDR6",https://www.techpowerup.com/gpu-specs/quadro-rtx-4000-mobile.c3430,community,high,,1
NVIDIA,NVIDIA,foreign,TU104,Quadro RTX 5000 Max-Q,GPU,both,datacenter,Turing,TU104,Quadro Turing-M(Tx000),12,TSMC,545,13.6,BGA-2228,16,GDDR6,256,384,1500,3072,384,48,48,3072,64,4,FP64/FP32/FP16/BF16/INT8,FP64:0.3TFLOPS;FP32:8.3TFLOPS;FP16/BF16:16.6TFLOPS,600,1350,80,,None,,,IGP,PCIe 3.0 x16,2019-05-27,已量产,1,AI训练/推理 / HPC,"NVIDIA Quadro RTX 5000 Max-Q — Turing architecture, Quadro Turing-M(Tx000) generation, 16.0GB GDDR6",https://www.techpowerup.com/gpu-specs/quadro-rtx-5000-max-q.c3432,community,high,,1
NVIDIA,NVIDIA,foreign,TU104,Quadro RTX 5000 Mobile,GPU,both,datacenter,Turing,TU104,Quadro Turing-M(Tx000),12,TSMC,545,13.6,BGA-2228,16,GDDR6,256,448,1750,3072,384,48,48,3072,64,4,FP64/FP32/FP16/BF16/INT8,FP64:0.3TFLOPS;FP32:9.4TFLOPS;FP16/BF16:18.8TFLOPS,1035,1530,110,,None,,,IGP,PCIe 3.0 x16,2019-05-27,已量产,1,AI训练/推理 / HPC,"NVIDIA Quadro RTX 5000 Mobile — Turing architecture, Quadro Turing-M(Tx000) generation, 16.0GB GDDR6",https://www.techpowerup.com/gpu-specs/quadro-rtx-5000-mobile.c3431,community,high,,1
NVIDIA,NVIDIA,foreign,TU102,Quadro RTX 6000 Mobile,GPU,both,datacenter,Turing,TU102,Quadro Turing-M(Tx000),12,TSMC,754,18.6,,24,GDDR6,384,672,1750,4608,576,72,72,4608,64,6,FP64/FP32/FP16/BF16/INT8,FP64:0.4TFLOPS;FP32:13.4TFLOPS;FP16/BF16:26.8TFLOPS,1275,1455,,,None,,,IGP,PCIe 3.0 x16,2019-09-04,已量产,1,AI训练/推理 / HPC,"NVIDIA Quadro RTX 6000 Mobile — Turing architecture, Quadro Turing-M(Tx000) generation, 24.0GB GDDR6",https://www.techpowerup.com/gpu-specs/quadro-rtx-6000-mobile.c3497,community,high,,1
NVIDIA,NVIDIA,foreign,TU117,Quadro T1000 Max-Q,GPU,both,workstation,Turing,TU117,Quadro Turing-M(Tx000),12,TSMC,200,4.7,BGA-960,4,GDDR5,128,80,1250,896,0,0,14,896,64,1,FP64/FP32/FP16/BF16/INT8,FP64:0.1TFLOPS;FP32:2.4TFLOPS;FP16/BF16:4.8TFLOPS,765,1350,50,,None,,,IGP,PCIe 3.0 x16,2019-05-27,已量产,1,AI训练/推理 / HPC,"NVIDIA Quadro T1000 Max-Q — Turing architecture, Quadro Turing-M(Tx000) generation, 4.0GB GDDR5",https://www.techpowerup.com/gpu-specs/quadro-t1000-max-q.c3807,community,high,,1
NVIDIA,NVIDIA,foreign,TU117,Quadro T1000 Mobile,GPU,both,workstation,Turing,TU117,Quadro Turing-M(Tx000),12,TSMC,200,4.7,BGA-960,4,GDDR5,128,128.1,2001,896,0,0,14,896,64,1,FP64/FP32/FP16/BF16/INT8,FP64:0.1TFLOPS;FP32:2.6TFLOPS;FP16/BF16:5.2TFLOPS,1395,1455,50,,None,,,IGP,PCIe 3.0 x16,2019-05-27,已量产,1,AI训练/推理 / HPC,"NVIDIA Quadro T1000 Mobile — Turing architecture, Quadro Turing-M(Tx000) generation, 4.0GB GDDR5",https://www.techpowerup.com/gpu-specs/quadro-t1000-mobile.c3435,community,high,,1
NVIDIA,NVIDIA,foreign,TU117,Quadro T2000 Max-Q,GPU,both,workstation,Turing,TU117,Quadro Turing-M(Tx000),12,TSMC,200,4.7,BGA-960,4,GDDR5,128,80,1250,1024,0,0,16,1024,64,1,FP64/FP32/FP16/BF16/INT8,FP64:0.1TFLOPS;FP32:2.9TFLOPS;FP16/BF16:5.7TFLOPS,1035,1395,40,,None,,,IGP,PCIe 3.0 x16,2019-05-27,已量产,1,AI训练/推理 / HPC,"NVIDIA Quadro T2000 Max-Q — Turing architecture, Quadro Turing-M(Tx000) generation, 4.0GB GDDR5",https://www.techpowerup.com/gpu-specs/quadro-t2000-max-q.c3436,community,high,,1
NVIDIA,NVIDIA,foreign,TU117,Quadro T2000 Mobile,GPU,both,workstation,Turing,TU117,Quadro Turing-M(Tx000),12,TSMC,200,4.7,BGA-960,4,GDDR5,128,128.1,2001,1024,0,0,16,1024,64,1,FP64/FP32/FP16/BF16/INT8,FP64:0.1TFLOPS;FP32:3.7TFLOPS;FP16/BF16:7.3TFLOPS,1575,1785,60,,None,,,IGP,PCIe 3.0 x16,2019-05-27,已量产,1,AI训练/推理 / HPC,"NVIDIA Quadro T2000 Mobile — Turing architecture, Quadro Turing-M(Tx000) generation, 4.0GB GDDR5",https://www.techpowerup.com/gpu-specs/quadro-t2000-mobile.c3434,community,high,,1
NVIDIA,NVIDIA,foreign,GM20B,Switch GPU 16nm,GPU,both,workstation,Maxwell 2.0,GM20B,Console GPU(Nintendo),16,TSMC,100,2,,4,DDR4,64,25.6,1600,256,0,0,2,256,0,0,FP64/FP32/FP16/BF16/INT8,FP64:0.0TFLOPS;FP32:0.4TFLOPS;FP16/BF16:0.8TFLOPS,384,768,15,,,239,28,,,2019-08-16,已量产,1,AI训练/推理 / HPC,"NVIDIA Switch GPU 16nm — Maxwell 2.0 architecture, Console GPU(Nintendo) generation, 4.0GB DDR4",https://www.techpowerup.com/gpu-specs/switch-gpu-16nm.c3754,community,high,,1
NVIDIA,NVIDIA,foreign,GV100,Tesla PG500-216,GPU,both,datacenter,Volta,GV100,Tesla Volta(Vxx),12,TSMC,815,21.1,,32,HBM2,4096,1130,1106,5120,640,0,80,5120,128,6,FP64/FP32/FP16/BF16/INT8,FP64:7.1TFLOPS;FP32:14.1TFLOPS;FP16/BF16:28.3TFLOPS,1260,1380,250,600,None,,,Dual-slot,PCIe 3.0 x16,2019-11-26,已量产,1,AI训练/推理 / HPC,"NVIDIA Tesla PG500-216 — Volta architecture, Tesla Volta(Vxx) generation, 32.0GB HBM2",https://www.techpowerup.com/gpu-specs/tesla-pg500-216.c3791,community,high,,1
NVIDIA,NVIDIA,foreign,GV100,Tesla PG503-216,GPU,both,datacenter,Volta,GV100,Tesla Volta(Vxx),12,TSMC,815,21.1,,32,HBM2,4096,1130,1106,4608,640,0,80,4608,128,6,FP64/FP32/FP16/BF16/INT8,FP64:7.0TFLOPS;FP32:14.1TFLOPS;FP16/BF16:28.2TFLOPS,1312,1530,250,600,None,,,Dual-slot,PCIe 3.0 x16,2019-11-26,已量产,1,AI训练/推理 / HPC,"NVIDIA Tesla PG503-216 — Volta architecture, Tesla Volta(Vxx) generation, 32.0GB HBM2",https://www.techpowerup.com/gpu-specs/tesla-pg503-216.c3790,community,high,,1
NVIDIA,NVIDIA,foreign,GV100,Tesla V100 SXM2 16 GB,GPU,both,datacenter,Volta,GV100,Tesla Volta(Vxx),12,TSMC,815,21.1,,16,HBM2,4096,1130,1106,5120,640,0,80,5120,128,6,FP64/FP32/FP16/BF16/INT8,FP64:8.2TFLOPS;FP32:16.4TFLOPS;FP16/BF16:32.7TFLOPS,1245,1597,250,600,None,,,SXM Module,PCIe 3.0 x16,2019-11-26,已量产,1,AI训练/推理 / HPC,"NVIDIA Tesla V100 SXM2 16 GB — Volta architecture, Tesla Volta(Vxx) generation, 16.0GB HBM2",https://www.techpowerup.com/gpu-specs/tesla-v100-sxm2-16-gb.c3471,community,high,,1
NVIDIA,NVIDIA,foreign,GV100,Tesla V100S PCIe 32 GB,GPU,both,datacenter,Volta,GV100,Tesla Volta(Vxx),12,TSMC,815,21.1,,32,HBM2,4096,1130,1107,5120,640,0,80,5120,128,6,FP64/FP32/FP16/BF16/INT8,FP64:8.2TFLOPS;FP32:16.4TFLOPS;FP16/BF16:32.7TFLOPS,1245,1597,250,600,2x 8-pin,,,Dual-slot,PCIe 3.0 x16,2019-11-26,已量产,1,AI训练/推理 / HPC,"NVIDIA Tesla V100S PCIe 32 GB — Volta architecture, Tesla Volta(Vxx) generation, 32.0GB HBM2",https://www.techpowerup.com/gpu-specs/tesla-v100s-pcie-32-gb.c3467,community,high,,1
AMD,AMD,foreign,Ellesmere,Radeon E9390 PCIe,GPU,both,workstation,GCN 4.0,Ellesmere,Embedded(9000),14,GlobalFoundries,232,5.7,BGA-1401,8,GDDR5,256,160,1250,1792,0,0,0,1792,16,2,FP64/FP32/FP16/BF16/INT8,FP64:0.2TFLOPS;FP32:3.9TFLOPS;FP16/BF16:3.9TFLOPS,713,1089,75,,None,173,,Single-slot,PCIe 3.0 x16,2019-10-15,已量产,1,AI训练/推理 / HPC,"AMD Radeon E9390 PCIe — GCN 4.0 architecture, Embedded(9000) generation, 8.0GB GDDR5",https://www.techpowerup.com/gpu-specs/radeon-e9390-pcie.c3617,community,high,,1
AMD,AMD,foreign,Ellesmere,Radeon E9560 PCIe,GPU,both,workstation,GCN 4.0,Ellesmere,Embedded(9000),14,GlobalFoundries,232,5.7,BGA-1401,8,GDDR5,256,224,1750,2304,0,0,0,2304,16,2,FP64/FP32/FP16/BF16/INT8,FP64:0.4TFLOPS;FP32:5.7TFLOPS;FP16/BF16:5.7TFLOPS,1120,1237,130,,1x 6-pin,241,,Single-slot,PCIe 3.0 x16,2019-10-15,已量产,1,AI训练/推理 / HPC,"AMD Radeon E9560 PCIe — GCN 4.0 architecture, Embedded(9000) generation, 8.0GB GDDR5",https://www.techpowerup.com/gpu-specs/radeon-e9560-pcie.c3616,community,high,,1
AMD,AMD,foreign,Navi 14,Radeon Pro 5300M,GPU,both,workstation,RDNA 1.0,Navi 14,Radeon Pro Mac(Navi Mobile),7,TSMC,158,6.4,BGA-1125,4,GDDR6,128,192,1500,1280,0,0,0,1280,0,2,FP64/FP32/FP16/BF16/INT8,FP64:0.2TFLOPS;FP32:3.2TFLOPS;FP16/BF16:6.4TFLOPS,1000,1250,85,,None,,,,PCIe 4.0 x8,2019-11-13,已量产,1,AI训练/推理 / HPC,"AMD Radeon Pro 5300M — RDNA 1.0 architecture, Radeon Pro Mac(Navi Mobile) generation, 4.0GB GDDR6",https://www.techpowerup.com/gpu-specs/radeon-pro-5300m.c3464,community,high,,1
AMD,AMD,foreign,Navi 14,Radeon Pro 5500M,GPU,both,workstation,RDNA 1.0,Navi 14,Radeon Pro Mac(Navi Mobile),7,TSMC,158,6.4,BGA-1125,8,GDDR6,128,192,1500,1536,0,0,0,1536,0,2,FP64/FP32/FP16/BF16/INT8,FP64:0.3TFLOPS;FP32:4.5TFLOPS;FP16/BF16:8.9TFLOPS,1000,1450,85,,None,,,,PCIe 4.0 x8,2019-11-13,已量产,1,AI训练/推理 / HPC,"AMD Radeon Pro 5500M — RDNA 1.0 architecture, Radeon Pro Mac(Navi Mobile) generation, 8.0GB GDDR6",https://www.techpowerup.com/gpu-specs/radeon-pro-5500m.c3463,community,high,,1
AMD,AMD,foreign,Ellesmere,Radeon Pro 570X,GPU,both,workstation,GCN 4.0,Ellesmere,Radeon Pro Mac(500X Series),14,GlobalFoundries,232,5.7,BGA-1401,4,GDDR5,256,217,1695,1792,0,0,0,1792,16,2,FP64/FP32/FP16/BF16/INT8,FP64:0.2TFLOPS;FP32:4.0TFLOPS;FP16/BF16:4.0TFLOPS,1000,1105,150,,None,,,IGP,PCIe 3.0 x16,2019-03-18,已量产,1,AI训练/推理 / HPC,"AMD Radeon Pro 570X — GCN 4.0 architecture, Radeon Pro Mac(500X Series) generation, 4.0GB GDDR5",https://www.techpowerup.com/gpu-specs/radeon-pro-570x.c3396,community,high,,1
AMD,AMD,foreign,Ellesmere,Radeon Pro 575X,GPU,both,workstation,GCN 4.0,Ellesmere,Radeon Pro Mac(500X Series),14,GlobalFoundries,232,5.7,BGA-1401,4,GDDR5,256,217,1695,2048,0,0,0,2048,16,2,FP64/FP32/FP16/BF16/INT8,FP64:0.3TFLOPS;FP32:4.5TFLOPS;FP16/BF16:4.5TFLOPS,1096,1096,150,,None,,,IGP,PCIe 3.0 x16,2019-03-18,已量产,1,AI训练/推理 / HPC,"AMD Radeon Pro 575X — GCN 4.0 architecture, Radeon Pro Mac(500X Series) generation, 4.0GB GDDR5",https://www.techpowerup.com/gpu-specs/radeon-pro-575x.c3397,community,high,,1
